Name,Compound,Date_Tweeted,Favorite,Negative,Neutral,Positive,Retweet,Tweet,User
CNN,-0.026,Thu Apr 26 14:54:41 +0000 2018,0,0.867,0.069,0.064,92,"RT @CNNPolitics: “I was not aware of the amount,” EPA chief Scott Pruitt says when asked whether he knew about the pay raises for agency ai…",@CNN
CNN,-0.026,Thu Apr 26 14:50:04 +0000 2018,892,0.869,0.067,0.063,281,"President Trump says he's been too busy to get Melania a birthday present, but adds he did get the first lady ""a be… https://t.co/XEy9i911i3",@CNN
CNN,-0.025,Thu Apr 26 14:40:10 +0000 2018,344,0.871,0.066,0.062,117,How Richard Branson went from high-school dropout to billionaire entrepreneur https://t.co/kfeVfLEQ3r https://t.co/iUJKvtX73L,@CNN
CNN,-0.025,Thu Apr 26 14:30:01 +0000 2018,88,0.873,0.065,0.062,44,"Dr. Ronny Jackson will stay on as White House physician for now, a White House official says https://t.co/g2oxJ9Mf1u",@CNN
CNN,-0.028,Thu Apr 26 14:20:09 +0000 2018,900,0.873,0.066,0.061,252,A federal judge in Washington state has issued a permanent injunction that blocks the Trump administration from sla… https://t.co/qc3xHERCn8,@CNN
CNN,-0.032,Thu Apr 26 14:10:08 +0000 2018,1841,0.874,0.067,0.06,428,"Just hours after he pried a rifle from a gunman who opened fire at a Waffle House near Nashville, James Shaw Jr. la… https://t.co/jMyRUfYjRD",@CNN
CNN,-0.032,Thu Apr 26 14:00:06 +0000 2018,202,0.875,0.066,0.059,48,White House physician Dr. Ronny Jackson withdraws his nomination to serve as Secretary for Veterans Affairs… https://t.co/Ah9c5TuYzK,@CNN
CNN,-0.024,Thu Apr 26 13:50:04 +0000 2018,196,0.875,0.065,0.06,125,"President Trump takes shots at the FBI and the Justice Department, hinting at ""some point"" he might step in and tak… https://t.co/hd3ILj20U5",@CNN
CNN,-0.033,Thu Apr 26 13:41:07 +0000 2018,0,0.875,0.066,0.059,69,"RT @CNNnewsroom: Democratic Rep. Paul Tonko on EPA Chief Scott Pruitt: There's ""an avalanche of reports about an abuse of power, unethical…",@CNN
CNN,-0.028,Thu Apr 26 13:40:08 +0000 2018,184,0.875,0.065,0.06,62,"Embattled EPA chief Scott Pruitt believes members of the administration are actively trying to get rid of him, two… https://t.co/2dE28tJIpz",@CNN
CNN,-0.02,Thu Apr 26 13:30:09 +0000 2018,153,0.872,0.064,0.064,41,Why a 'federal jobs guarantee' is gaining steam with Democrats https://t.co/GdakRyHiyX https://t.co/B9KoptGMD0,@CNN
CNN,-0.019,Thu Apr 26 13:22:26 +0000 2018,756,0.874,0.064,0.063,319,Sweden has opened the world's first public road that allows electric cars to recharge while driving… https://t.co/YFnCAYWD13,@CNN
CNN,-0.019,Thu Apr 26 13:10:00 +0000 2018,118,0.874,0.063,0.063,40,"In a statement announcing his withdrawal as VA secretary nominee, White House doctor Ronny Jackson slammed allegati… https://t.co/rJr1J5Hz2z",@CNN
CNN,-0.024,Thu Apr 26 12:58:21 +0000 2018,468,0.874,0.064,0.062,215,"President Trump denies he told former FBI Director James Comey that he didn't spend a night in Moscow: ""Of course I… https://t.co/WHH605jT14",@CNN
CNN,-0.016,Thu Apr 26 12:50:40 +0000 2018,1631,0.871,0.064,0.065,644,Fox News host reacts to President Trump attacking the Department of Justice: “It’s your Justice Department. Mr. Pre… https://t.co/kUDC27MAJf,@CNN
CNN,-0.016,Thu Apr 26 12:37:33 +0000 2018,281,0.87,0.065,0.065,157,President Trump on his longtime personal attorney Michael Cohen: “He represents me like with this crazy Stormy Dani… https://t.co/tDc7A8SBi6,@CNN
CNN,-0.016,Thu Apr 26 12:29:59 +0000 2018,114,0.872,0.064,0.064,58,President Trump on Dr. Ronny Jackson withdrawing his nomination as the next secretary of Veterans Affairs: “I saw w… https://t.co/B2Kb7qncXP,@CNN
CNN,-0.011,Thu Apr 26 12:15:13 +0000 2018,436,0.872,0.063,0.065,187,South Korea's foreign minister says she believes President Trump is largely responsible for bringing North Korean l… https://t.co/sOhjNV8fmP,@CNN
CNN,-0.011,Thu Apr 26 11:59:40 +0000 2018,928,0.873,0.062,0.064,271,BREAKING: White House physician Dr. Ronny Jackson withdraws his nomination to serve as Secretary for Veterans Affai… https://t.co/EmtIiJceq8,@CNN
CNN,-0.014,Thu Apr 26 11:51:02 +0000 2018,1149,0.873,0.063,0.064,310,A federal judge in Washington state has issued a permanent injunction that blocks the Trump administration from sla… https://t.co/3mi2rWN14T,@CNN
CNN,-0.016,Thu Apr 26 11:40:00 +0000 2018,456,0.871,0.065,0.065,216,"Orange is comforting. 
Pink makes us less violent. 

The psychology of color: https://t.co/FMeiwT4rwA https://t.co/je7IRPXFlx",@CNN
CNN,-0.016,Thu Apr 26 11:30:11 +0000 2018,206,0.87,0.065,0.065,69,"James Comey thinks Donald Trump is empty, desperate for affirmation and lacks the confidence to be humble -- but he… https://t.co/C3xUTdaYFv",@CNN
CNN,-0.016,Thu Apr 26 11:30:06 +0000 2018,147,0.871,0.065,0.064,82,"Ahead of Friday's historic summit between North Korean leader Kim Jong Un and South Korean President Moon Jae-in,… https://t.co/9UkKR47T3t",@CNN
CNN,-0.019,Thu Apr 26 11:20:04 +0000 2018,5273,0.872,0.065,0.063,1305,"Just hours after he pried a rifle from a gunman who opened fire at a Waffle House near Nashville, James Shaw Jr. la… https://t.co/7Daq7RKQu7",@CNN
CNN,-0.025,Thu Apr 26 11:10:04 +0000 2018,154,0.871,0.066,0.063,52,"5 things for Thursday:

- Emmanuel Macron
- Michael Cohen
- Travel ban
- China and India
- Golden State killer… https://t.co/BHmdIlruuc",@CNN
CNN,-0.027,Thu Apr 26 11:00:03 +0000 2018,192,0.871,0.067,0.062,69,Scott Pruitt is set to face tough questions today as he goes before two House committees amid a string of controver… https://t.co/jOtK3ajNwi,@CNN
CNN,-0.032,Thu Apr 26 10:50:05 +0000 2018,174,0.87,0.069,0.061,66,Chinese smartphone sales suffer their biggest decline ever https://t.co/64igUWWAsE https://t.co/GlQL5f9JAc,@CNN
CNN,-0.037,Thu Apr 26 10:48:21 +0000 2018,0,0.87,0.069,0.061,36,"RT @NewDay: The WH medical office has ""the same level of dysfunction that has plagued a lot of different government offices, not just under…",@CNN
CNN,-0.036,Thu Apr 26 10:40:07 +0000 2018,121,0.87,0.07,0.061,29,A lot of Democratic senators want to be President. History shows it will be hard. https://t.co/QQmG4Mv59D https://t.co/N2gdP3Xka3,@CNN
CNN,-0.036,Thu Apr 26 10:30:05 +0000 2018,234,0.871,0.069,0.06,55,"Former FBI director James Comey says he does not have a nickname for President Trump, calling him only ""the Preside… https://t.co/BGd8x9nNw1",@CNN
CNN,-0.029,Thu Apr 26 10:20:01 +0000 2018,115,0.869,0.068,0.063,45,Why a 'federal jobs guarantee' is gaining steam with Democrats https://t.co/oH21eHrpMn https://t.co/GfaYrZ5ml2,@CNN
CNN,-0.029,Thu Apr 26 10:12:40 +0000 2018,893,0.87,0.067,0.063,390,Sweden has opened the world's first public road that allows electric cars to recharge while driving… https://t.co/nPfsUcJIfl,@CNN
CNN,-0.022,Thu Apr 26 10:01:44 +0000 2018,0,0.87,0.067,0.064,142,RT @cnni: JUST IN: Prince William will be Prince Harry's best man at his wedding to Meghan Markle https://t.co/12qqmxwX8u https://t.co/vjtR…,@CNN
CNN,-0.027,Thu Apr 26 09:57:32 +0000 2018,238,0.868,0.069,0.063,126,"Under 16? Sorry, you're now banned from WhatsApp in Europe https://t.co/MZGNDxMIWk https://t.co/dfxbuKZe2b",@CNN
CNN,-0.034,Thu Apr 26 09:51:13 +0000 2018,188,0.867,0.071,0.062,147,A Palestinian journalist has died of his wounds after being shot by an Israeli sniper in ongoing protests along the… https://t.co/BTkrArzB6Y,@CNN
CNN,-0.033,Thu Apr 26 09:45:44 +0000 2018,197,0.867,0.071,0.063,38,"Hank Azaria says his ""eyes have been opened"" and he's willing to ""step aside"" from playing Apu, his controversial ""… https://t.co/I05voU69wU",@CNN
Alex Jones,0.0,Thu Apr 26 22:45:54 +0000 2018,0,1.0,0.0,0.0,0,https://t.co/0bMTSFGcFW,@InfoWarsChannel
Alex Jones,0.0,Thu Apr 26 22:42:44 +0000 2018,0,1.0,0.0,0.0,0,https://t.co/P0P6svoHum,@InfoWarsChannel
Alex Jones,-0.139,Thu Apr 26 22:33:04 +0000 2018,0,0.93,0.07,0.0,0,"DNC sues “Russia”, a land mass, not a legal entity.  And it gets even crazier with NY Gov Cuomo desperate to outfla… https://t.co/tU7BDnKbUa",@InfoWarsChannel
Alex Jones,-0.188,Thu Apr 26 22:16:05 +0000 2018,0,0.81,0.137,0.054,0,VIDEO! Diamond And Silk Destroy Congress https://t.co/AiQjHGHP9w,@InfoWarsChannel
Alex Jones,-0.074,Thu Apr 26 21:38:43 +0000 2018,0,0.821,0.11,0.069,0,"Tomorrow's News Today: Pig Brains Kept Alive Outside Their Bodies

Alex Jones presents mainstream media news report… https://t.co/SHKrBfbII8",@InfoWarsChannel
Alex Jones,0.008,Thu Apr 26 21:31:04 +0000 2018,2,0.821,0.091,0.087,1,The left can't handle the fact that Kanye likes Trump and Candace Owens. https://t.co/U6rfpdAFpQ,@InfoWarsChannel
Alex Jones,0.014,Thu Apr 26 20:09:38 +0000 2018,0,0.8,0.101,0.099,0,"Watch LIVE: Congress Protects Robert Mueller, Ignores Citizens Of America https://t.co/pJA2Czo953",@InfoWarsChannel
Alex Jones,0.063,Thu Apr 26 19:34:05 +0000 2018,1,0.808,0.088,0.104,0,"Recently, California enacted the Healthy Youth Act, which uses 'Sex Education' as a means of bypassing parental rig… https://t.co/DbxNaHpct1",@InfoWarsChannel
Alex Jones,0.056,Thu Apr 26 19:33:07 +0000 2018,1,0.829,0.078,0.093,0,The tables have turned. The left is now just as puritanical and censorious as the right ever was. https://t.co/oMB7oXiEqi,@InfoWarsChannel
Alex Jones,0.037,Thu Apr 26 18:01:05 +0000 2018,1,0.839,0.078,0.083,1,"Roger Stone Exposes NVIXM Sex Cult

Roger Stone joins Alex Jones live in studio to break down the degenerate practi… https://t.co/UrDpC3JPvt",@InfoWarsChannel
Alex Jones,0.001,Thu Apr 26 17:27:04 +0000 2018,3,0.837,0.088,0.076,1,"EXPOSED: Texas University Completely Compromised And Controlled By Communist Chinese

Alex Jones exposes how the co… https://t.co/75LfBNsvmS",@InfoWarsChannel
Alex Jones,0.001,Thu Apr 26 16:08:47 +0000 2018,0,0.85,0.081,0.069,1,LIVE NOW! UN Official: 500 Million Africans Set To Invade Europe Under ISIS Plan https://t.co/seaZIRifCe,@InfoWarsChannel
Alex Jones,-0.026,Thu Apr 26 15:33:03 +0000 2018,0,0.849,0.087,0.064,0,"The NRA is breaking donation records, and David Hogg is to blame. https://t.co/9C5dvhS5gX",@InfoWarsChannel
Alex Jones,-0.053,Thu Apr 26 15:27:05 +0000 2018,0,0.832,0.099,0.069,0,"Professor Jordan Peterson Calls Out The Left For Pushing Dangerous Narrative Of Virtuous Victimhood

Alex Jones dis… https://t.co/OvekOik5kz",@InfoWarsChannel
Alex Jones,-0.049,Thu Apr 26 15:01:31 +0000 2018,0,0.843,0.092,0.065,0,https://t.co/3gPtQci6HN,@InfoWarsChannel
Alex Jones,-0.046,Thu Apr 26 14:34:15 +0000 2018,0,0.853,0.086,0.061,0,https://t.co/ptfZC0ydzc,@InfoWarsChannel
Alex Jones,-0.081,Thu Apr 26 14:27:05 +0000 2018,2,0.844,0.099,0.057,1,"Google Search Manipulation Swings 80% Of Undecided Voters

Alex Jones reveals how Google uses search manipulation t… https://t.co/h7RTZ8ibRA",@InfoWarsChannel
Alex Jones,-0.122,Thu Apr 26 14:11:06 +0000 2018,7,0.833,0.113,0.054,2,Kanye West is threatening to red pill black people and the establishment is terrified. https://t.co/h9catw0vnn,@InfoWarsChannel
Alex Jones,-0.116,Thu Apr 26 14:01:10 +0000 2018,0,0.841,0.107,0.051,0,"If you're not talking with your child about voting, who is? Get This! While you may think your child is not politic… https://t.co/liLsq2e6hB",@InfoWarsChannel
Alex Jones,-0.11,Thu Apr 26 13:25:10 +0000 2018,1,0.849,0.102,0.049,1,NOW LIVE! Caravan On America's Doorstep https://t.co/lvEMHTGzVq,@InfoWarsChannel
Alex Jones,-0.086,Thu Apr 26 12:34:04 +0000 2018,0,0.851,0.097,0.052,0,"China Begins Mark Of The Beast Social Credit Score System In 16 Cities

Alex Jones breaks down how China has starte… https://t.co/DcFkq5lm76",@InfoWarsChannel
Alex Jones,-0.116,Thu Apr 26 11:32:07 +0000 2018,2,0.828,0.116,0.056,2,Help stop the EPA's cruel experiments on helpless pups. https://t.co/GJpOctoNZl,@InfoWarsChannel
Alex Jones,-0.128,Thu Apr 26 11:14:07 +0000 2018,0,0.813,0.125,0.062,0,It's like the worst deja vu ever. https://t.co/vCzzNUb1Ty,@InfoWarsChannel
Alex Jones,-0.149,Thu Apr 26 08:33:04 +0000 2018,0,0.806,0.134,0.06,1,The DNC lawsuit will be a complete failure. Roger Stone weighs in. https://t.co/gUqrd0LwV8,@InfoWarsChannel
Alex Jones,-0.172,Thu Apr 26 07:26:13 +0000 2018,0,0.802,0.138,0.06,0,"The NYT And BBC Admit Bad Gut Bacteria Are Making You Depressed

Alex Jones presents reports from the New York Time… https://t.co/S3u3P8c73P",@InfoWarsChannel
Alex Jones,-0.151,Thu Apr 26 06:33:03 +0000 2018,0,0.804,0.133,0.063,0,"Alex Jones: I Shot The Sheriff

Alex Jones shot the Sheriff, but he did not shoot the Deputy. https://t.co/I4tHrdI6X8",@InfoWarsChannel
Alex Jones,-0.15,Thu Apr 26 05:34:11 +0000 2018,0,0.808,0.131,0.06,0,"Dr. Shiva Ayyadurai Exposes How The Globalists Are Recreating A Caste System On A Global Scale

Dr. Shiva Ayyadurai… https://t.co/Sb6GJiztoQ",@InfoWarsChannel
Alex Jones,-0.176,Thu Apr 26 05:34:10 +0000 2018,0,0.804,0.138,0.058,0,The murderer who killed people in Toronto with a van posted his “manifesto” on Facebook.  He thinks he’s part of an… https://t.co/2f3xfgNPHH,@InfoWarsChannel
Alex Jones,-0.193,Thu Apr 26 04:34:03 +0000 2018,1,0.801,0.143,0.056,1,We’ve been called the “Sue-nited States of America” and our lawsuit obsessed country gets even more ridiculous when… https://t.co/nKsTJddTnH,@InfoWarsChannel
Alex Jones,-0.19,Thu Apr 26 04:33:03 +0000 2018,0,0.8,0.143,0.058,1,"Infowars expands TV syndication. 
Call your cable provider and demand Infowars today! https://t.co/VTCVY3QcXH",@InfoWarsChannel
Alex Jones,-0.183,Thu Apr 26 04:33:02 +0000 2018,0,0.806,0.138,0.056,0,"The Secret To Making Money In A Volatile Market

Steve Pieczenik breaks it all down. https://t.co/CSP5RPG8XK",@InfoWarsChannel
Alex Jones,-0.157,Thu Apr 26 03:33:04 +0000 2018,1,0.806,0.134,0.061,0,"Let’s hope that the BBF affections between Trump &amp; Macron were just for show, because THIS is who Macron REALLY is… https://t.co/IyK7tzkIxQ",@InfoWarsChannel
Alex Jones,-0.161,Thu Apr 26 03:33:02 +0000 2018,1,0.806,0.135,0.059,0,"Trigger the censors, buy your 2nd Amendment Apparel at https://t.co/cNzZlGYcmJ https://t.co/uKK5WoWbtW",@InfoWarsChannel
Alex Jones,-0.173,Thu Apr 26 03:01:15 +0000 2018,0,0.807,0.136,0.057,1,"Documents Reveal Fortune 100 Plan To Destroy Nation States And The Family For Total Consolidation

Alex Jones expos… https://t.co/gA01D0vcg6",@InfoWarsChannel
Alex Jones,-0.18,Thu Apr 26 02:33:03 +0000 2018,1,0.806,0.139,0.055,1,"The paradigm is shifting, and the liberals are scared. https://t.co/srdmpBbV1s",@InfoWarsChannel
Alex Jones,-0.175,Thu Apr 26 02:28:06 +0000 2018,2,0.811,0.135,0.054,1,"College Maoist Youth Brigade Being Used To Usher In Martial Law

Alex Jones breaks down how the Communist Chinese a… https://t.co/gbzILaaKgm",@InfoWarsChannel
Alex Jones,-0.166,Thu Apr 26 02:12:04 +0000 2018,0,0.81,0.134,0.056,0,"Marc J. Randazza Gives Alex Jones Advice To Fight For Free Speech 

Marc J. Randazza joins Alex Jones and Roger Sto… https://t.co/XW4hK73vLv",@InfoWarsChannel
Alex Jones,-0.14,Thu Apr 26 01:33:02 +0000 2018,0,0.801,0.131,0.068,0,Roger Stone stands up for man's best friends. https://t.co/9lVDP7JzNs,@InfoWarsChannel
Alex Jones,-0.144,Thu Apr 26 01:32:34 +0000 2018,1,0.804,0.13,0.066,1,Finland has rejected the concept of “free money for everyone” but why are billionaire global elite still pushing it… https://t.co/SkUaA0vOEz,@InfoWarsChannel
Alex Jones,-0.154,Thu Apr 26 00:34:03 +0000 2018,0,0.805,0.13,0.064,0,"The REAL Indian Shiva Destroys Pocahontas And Blows The New World Order WIDE OPEN

Dr. Shiva Ayyadurai joins Alex J… https://t.co/4Gkda9n6jr",@InfoWarsChannel
Alex Jones,-0.15,Wed Apr 25 23:50:09 +0000 2018,0,0.81,0.127,0.063,0,https://t.co/S9d2P5wMEU,@InfoWarsChannel
Alex Jones,-0.16,Wed Apr 25 23:33:05 +0000 2018,0,0.81,0.128,0.061,0,"Documents Reveal Fortune 100 Plan To Destroy Nation States And The Family For Total Consolidation

Alex Jones expos… https://t.co/SJKJKsySjT",@InfoWarsChannel
Alex Jones,-0.169,Wed Apr 25 23:06:04 +0000 2018,0,0.81,0.13,0.06,0,Americans are slowly breaking the conditioning and destroying the Globalist grip on our sovereignty. https://t.co/slmcT3O34Y,@InfoWarsChannel
Alex Jones,-0.159,Wed Apr 25 22:33:06 +0000 2018,0,0.81,0.129,0.061,0,"EXCLUSIVE! Learn How The Massive Exodus Out Of American Blue Cities Will End

Alex Jones exposes how the Globalists… https://t.co/pJ7PFCChsL",@InfoWarsChannel
Alex Jones,-0.156,Wed Apr 25 22:05:43 +0000 2018,0,0.814,0.126,0.06,0,Kanye West Standing Against Thought Police Mob # 1 Story In The World https://t.co/NXETk6Onz9,@InfoWarsChannel
Alex Jones,-0.17,Wed Apr 25 22:05:03 +0000 2018,1,0.807,0.132,0.061,0,"Even with Julian Assange effectively held in a prison, Wikileaks continues its war against Globalist lies. https://t.co/eKxzebQ1QE",@InfoWarsChannel
Alex Jones,-0.155,Wed Apr 25 21:28:17 +0000 2018,2,0.806,0.129,0.065,1,Kim Kardashian Defends Kanye: Is Free Thinking Not Allowed https://t.co/MbNKAz3x4n,@InfoWarsChannel
Alex Jones,-0.169,Wed Apr 25 21:04:04 +0000 2018,0,0.801,0.135,0.064,0,"In a shocking twist expected by no one, the Hillary Clinton campaign violated election law. https://t.co/ys5O6aTtNX",@InfoWarsChannel
Alex Jones,-0.155,Wed Apr 25 20:03:58 +0000 2018,0,0.798,0.134,0.068,0,Watch LIVE: Kanye's Health Being Questioned After Saying He Loves Trump https://t.co/6DVBclaHeO,@InfoWarsChannel
Alex Jones,-0.147,Wed Apr 25 19:29:03 +0000 2018,0,0.801,0.131,0.068,1,"The US &amp; UK used CS gas at Waco &amp; Ulster. But it’s harmless, right?  Not in the way they used it according to their… https://t.co/7fGHtHfq09",@InfoWarsChannel
Alex Jones,-0.151,Wed Apr 25 19:02:11 +0000 2018,0,0.798,0.133,0.069,0,"Following the trend of a total inability to accept responsibility for their shortcomings, Liberals now blame Trump… https://t.co/41vWAnOWTr",@InfoWarsChannel
Alex Jones,-0.148,Wed Apr 25 18:01:03 +0000 2018,0,0.802,0.131,0.068,0,"The Democrats push the same old communist message, but thinly veil it behind a new name. https://t.co/IocvnS8tUF",@InfoWarsChannel
Alex Jones,-0.154,Wed Apr 25 17:34:04 +0000 2018,0,0.801,0.131,0.068,0,Is it credible that Russian air defense missiles took out US cruise missiles fired at Syria? Did the Russians captu… https://t.co/1fXAfdOj9D,@InfoWarsChannel
Alex Jones,-0.165,Wed Apr 25 16:13:38 +0000 2018,1,0.799,0.135,0.066,1,Watch LIVE: Make It Illegal To Criticize The Press Say Dems And AP https://t.co/zd4ZPdTviV,@InfoWarsChannel
Alex Jones,-0.156,Wed Apr 25 14:27:10 +0000 2018,1,0.8,0.132,0.067,0,"In Bernie Sanders' latest false promise, he vows to give every American a job paying at least $15/hr. https://t.co/j4pN42ODi5",@InfoWarsChannel
Alex Jones,-0.168,Wed Apr 25 13:10:38 +0000 2018,0,0.797,0.137,0.066,0,NOW LIVE! Trump's Travel Ban Under Threat As Caravan Arrives At Border https://t.co/AHR8efHiVu,@InfoWarsChannel
